Name,Symbol,Price,1h price,24h price,7d price,30d price,Total volume 24h,Circulating supply,Total supply,Market cap
PolyCub,POLYCUB,"US$0,01080106",0.3%,0.1%,-1.5%,-16.8%,"US$9,81","
      0
    ","
      1,71 Juta
    ",-
DTNG,DTNG,"US$0,345345",-0.0%,0.2%,0.2%,-0.5%,US$26.374,"
      0
    ","
      100 Juta
    ",-
KnightSwap,KNIGHT,"US$0,00327716",-0.1%,0.2%,-3.4%,-11.0%,US$1.238,"
      0
    ","
      -
    ",-
Dark Knight,DKNIGHT,"US$0,00030151",0.1%,-0.3%,-0.3%,-1.6%,"US$33,11","
      0
    ","
      -
    ",-
iCOMEX,ICMX,"US$0,090135",0.0%,-0.0%,-0.1%,0.0%,US$108,"
      0
    ","
      200 Juta
    ",-
Dream,DREAM,"US$0,057562",0.0%,10.9%,-1.2%,-15.9%,US$11.857,"
      0
    ","
      100 Juta
    ",-
QUINCOIN,QIN,"US$0,00014721",-,-,-,-,-,"
      0
    ","
      -
    ",-
MicroCreditToken,1MCT,"US$0,00033615",1.7%,-7.9%,-12.8%,2923.2%,US$87.885,"
      0
    ","
      1 Miliar
    ",-
Food Bank,FOOD,"US$0,000000000005008",25.0%,25.0%,-0.1%,-58.3%,"US$8,40","
      0
    ","
      100 Quadriliun
    ",-
LeisurePay,LPY,"US$0,00078228",-,-,-,-,-,"
      0
    ","
      10 Miliar
    ",-
DShares,DSHARE,"US$0,01010556",-,-,-,-,-,"
      0
    ","
      100 Ribu
    ",-
Aave Interest Bearing STETH,ASTETH,"US$1.589,35",0.0%,-0.3%,-4.2%,-4.4%,"US$0,00","
      0
    ","
      682 Ribu
    ",-
Radial Finance,RDL,"US$0,00009403",-,-,-,-,-,"
      0
    ","
      21 Juta
    ",-
BabyWhale,BBW,"US$0,00000240",-,-,-,-,-,"
      0
    ","
      1 Triliun
    ",-
Coreum,COREUM,"US$0,078078",0.4%,-0.1%,-3.2%,0.0%,US$92.639,"
      0
    ","
      500 Juta
    ",-
XBullion Silver,SILV,"US$0,653980",-,-,-,-,-,"
      0
    ","
      474 Ribu
    ",-
Rides Finance,RIDES,"US$0,00056974",-,-,-,-,-,"
      0
    ","
      2 Juta
    ",-
Tiny Coin,TINC,"US$0,00721615",0.0%,-6.5%,-67.4%,-70.9%,US$114.584,"
      0
    ","
      1 Miliar
    ",-
PayBolt,PAY,"US$0,00012432",0.5%,0.3%,-6.8%,-28.5%,US$299,"
      0
    ","
      10 Miliar
    ",-
Philcoin,PHL,"US$0,00390875",0.0%,-28.9%,29.9%,44.2%,US$1.432,"
      0
    ","
      5 Miliar
    ",-
V3S Share,VSHARE,"US$0,00405790",0.3%,-1.5%,-5.7%,-15.7%,"US$37,51","
      0
    ","
      21 Juta
    ",-
LaunchBlock,LBP,"US$0,00005849",0.6%,-6.9%,-15.2%,-60.6%,US$69.675,"
      0
    ","
      10 Miliar
    ",-
Nest Arcade,NESTA,"US$0,00003268",0.0%,5.7%,4.8%,86.5%,"US$19,39","
      0
    ","
      1 Miliar
    ",-
MetaMall,MALL,"US$0,00005494",0.2%,-0.1%,-6.5%,-19.8%,"US$10,20","
      0
    ","
      10 Miliar
    ",-
MuesliSwap MILK,MILK,"US$1,90",-0.1%,-1.3%,-11.1%,12.6%,US$21.541,"
      0
    ","
      10 Juta
    ",-
Lido Staked Matic,STMATIC,"US$0,562176",0.0%,0.1%,-4.4%,-6.5%,US$626.018,"
      0
    ","
      561 Ribu
    ",-
Duckie Land Multi Metaverse,MMETA,"US$0,00931388",-0.0%,-4.6%,-6.6%,-17.4%,US$2.063,"
      0
    ","
      100 Juta
    ",-
Bridged Tether (Avalanche),USDTE,"US$1,00",0.1%,0.1%,0.0%,0.2%,US$409.030,"
      0
    ","
      -
    ",-
POPKON,POPK,"US$0,00880195",-0.2%,-1.9%,200.1%,62.2%,US$70.034,"
      0
    ","
      -
    ",-
Ape In Records,AIR,"US$0,00041153",-,-,-,-,-,"
      0
    ","
      1 Miliar
    ",-
Paragen,RGEN,"US$0,00130950",0.0%,-0.5%,-0.7%,-16.6%,"US$2,62","
      0
    ","
      200 Juta
    ",-
Hedron,HDRN,"US$0,000000119678",-0.1%,-4.1%,-12.8%,-19.7%,US$11.446,"
      0
    ","
      129 Triliun
    ",-
Grimace Coin,GRIMACE,"US$0,206443",-,-,-,-,-,"
      0
    ","
      1 Juta
    ",-
Excalibur,EXC,"US$0,00212492",-,-,-,-,-,"
      0
    ","
      4,76 Juta
    ",-
Dx Spot,DXS,"US$0,00001829",-,-1.1%,-5.3%,-35.4%,"US$6,33","
      0
    ","
      1 Miliar
    ",-
Poseidon Finance,PSDN,"US$0,00213855",-,-,-,-,-,"
      0
    ","
      -
    ",-
AndroNodes,ANDRO,"US$0,00427625",-,-,-,-,-,"
      0
    ","
      20,1 Ribu
    ",-
Yawww,YAW,"US$0,00002434",-,-,-,-,-,"
      0
    ","
      300 Juta
    ",-
EarnX V2,EARNX,"US$0,00032473",6.6%,-33.5%,22.2%,-57.6%,US$568,"
      0
    ","
      69,1 Juta
    ",-
Moremoney USD,MONEY,"US$0,989548",0.0%,-0.2%,0.7%,-0.4%,US$549,"
      0
    ","
      232 Ribu
    ",-
Karmaverse,KNOT,"US$0,02046692",-0.1%,0.6%,0.1%,0.4%,US$20.457,"
      0
    ","
      210 Juta
    ",-
Staked NEAR,STNEAR,"US$1,34",0.2%,-1.2%,-3.1%,-7.0%,US$105.989,"
      0
    ","
      -
    ",-
Meta Pool,META,"US$0,00265879",0.0%,-1.8%,-4.0%,-10.0%,US$52.174,"
      0
    ","
      1 Miliar
    ",-
CoinScan,SCAN,"US$0,00194948",-,-,-,-,-,"
      0
    ","
      1 Miliar
    ",-
LoopNetwork,LOOP,"US$0,067659",0.4%,1.3%,-5.6%,-22.9%,US$164.080,"
      0
    ","
      200 Juta
    ",-
Bobcoin,BOBC,"US$0,251062",0.1%,-58.3%,-85.6%,-72.6%,"US$84,81","
      0
    ","
      333 Juta
    ",-
Galeon,GALEON,"US$0,01026122",-0.1%,0.5%,-1.5%,-2.5%,US$218.613,"
      0
    ","
      1,34 Miliar
    ",-
ETHFan Burn,$EFB,"US$0,000000162487",-,-,-,-,-,"
      0
    ","
      1 Triliun
    ",-
The Wasted Lands,WAL,"US$0,00045118",0.0%,7.2%,-87.0%,-91.4%,US$1.140,"
      0
    ","
      100 Juta
    ",-
MetaRare,MTRA,"US$0,01103958",-,-0.1%,-26.7%,22.2%,US$3.081,"
      0
    ","
      300 Juta
    ",-
Cherish,CHC,"US$0,01364561",-,-,-,-,-,"
      0
    ","
      50 Juta
    ",-
ARTIC Foundation,ARTIC,"US$0,00079446",-,-0.4%,-64.5%,-10.9%,US$215,"
      0
    ","
      100 Juta
    ",-
Beefy Escrowed Fantom,BEFTM,"US$0,162208",-,-,-,-,-,"
      0
    ","
      12,7 Juta
    ",-
Staked TAROT,XTAROT,"US$0,04335330",-,-,-,-,-,"
      0
    ","
      11,3 Juta
    ",-
Shield Protocol,SHIELD,"US$0,643247",0.9%,14.0%,46.5%,5.5%,US$957,"
      0
    ","
      1 Juta
    ",-
Tesla Tokenized Stock Defichain,DTSLA,"US$43,60",-0.1%,-0.6%,-24.8%,-38.2%,US$6.832,"
      0
    ","
      -
    ",-
SAFUU,SAFUU,"US$0,059728",-0.1%,0.3%,-3.0%,-9.9%,US$871,"
      0
    ","
      431 Ribu
    ",-
Hoppers Game,FLY,"US$0,00040615",0.2%,0.0%,-2.1%,-50.3%,"US$10,65","
      0
    ","
      16,3 Juta
    ",-
DeFiHorse,DFH,"US$0,00030104",-,0.4%,-1.0%,-7.0%,"US$25,78","
      0
    ","
      668 Juta
    ",-
Souni,SON,"US$0,00018784",0.1%,4.4%,-2.0%,-4.4%,US$528.990,"
      0
    ","
      10 Miliar
    ",-
Ruby Play Network,RUBY,"US$0,00014462",-,-,-,-,-,"
      0
    ","
      9 Miliar
    ",-
LoopSwap,LSWAP,"US$0,00113997",0.1%,3.5%,-1.4%,-32.1%,US$5.739,"
      0
    ","
      1,54 Miliar
    ",-
ZooDAO,ZOO,"US$0,04445805",-,-0.1%,-17.0%,87.4%,"US$12,65","
      0
    ","
      100 Juta
    ",-
FaceDAO,FACE,"US$0,000000008616",-1.2%,-10.4%,-18.9%,-18.0%,US$100.960,"
      0
    ","
      1 Quadriliun
    ",-
Solarflare,FLARE,"US$0,00070081",1.0%,-8.0%,37.7%,52.0%,US$357,"
      0
    ","
      26,6 Juta
    ",-
Dpad Finance,DPAD,"US$0,00132032",-0.1%,0.8%,-2.8%,-6.6%,US$1.753,"
      0
    ","
      100 Juta
    ",-
Jarvis Synthetic Japanese Yen,JJPY,"US$0,00672299",-0.1%,-0.7%,-1.0%,-1.9%,US$8.760,"
      0
    ","
      11,3 Juta
    ",-
VyFinance,VYFI,"US$0,209470",-0.1%,0.0%,-15.9%,-46.6%,US$5.131,"
      0
    ","
      450 Juta
    ",-
First Ever NFT,FEN,"US$0,000000018642",8.9%,-11.1%,-26.8%,-33.4%,US$1.376,"
      0
    ","
      10 Triliun
    ",-
Continuum Finance,CTN,"US$0,190326",-0.1%,-6.6%,-6.1%,-15.1%,US$41.156,"
      0
    ","
      330 Juta
    ",-
MetaWear,WEAR,"US$0,00040164",0.2%,3.2%,-8.1%,-9.1%,US$22.522,"
      0
    ","
      5 Miliar
    ",-
Decentralized USD,DUSD,"US$0,171964",-0.1%,-0.0%,-19.6%,-43.6%,US$100.348,"
      0
    ","
      -
    ",-
ViCA,VICA,"US$0,03067358",0.5%,-1.9%,-16.1%,-44.2%,US$279.004,"
      0
    ","
      2 Miliar
    ",-
Amazon Tokenized Stock Defichain,DAMZN,"US$21,15",-0.1%,-1.9%,-26.3%,-44.7%,US$6.893,"
      0
    ","
      -
    ",-
iShares 20+ Year Treasury Bond ETF Defichain,DTLT,"US$15,18",-0.1%,-2.9%,-25.6%,-47.2%,US$2.822,"
      0
    ","
      -
    ",-
Netflix Tokenized Stock Defichain,DNFLX,"US$61,62",-0.1%,-0.6%,-23.3%,-48.7%,US$761,"
      0
    ","
      -
    ",-
Invesco QQQ Trust Defichain,DQQQ,"US$58,27",-0.1%,0.3%,-23.8%,-44.3%,US$2.961,"
      0
    ","
      -
    ",-
iShares MSCI World ETF Tokenized Stock Defichain,DURTH,"US$19,74",-0.1%,-0.0%,-21.4%,-45.3%,US$112,"
      0
    ","
      -
    ",-
iShares Silver Trust Defichain,DSLV,"US$3,48",-0.1%,-0.8%,-19.7%,-45.4%,US$296,"
      0
    ","
      -
    ",-
iShares MSCI Emerging Markets ETF Defichain,DEEM,"US$6,49",-,0.1%,-19.4%,-42.4%,"US$43,63","
      0
    ","
      -
    ",-
Apple Tokenized Stock Defichain,DAAPL,"US$28,36",-0.1%,-0.4%,-21.5%,-44.9%,US$4.721,"
      0
    ","
      -
    ",-
Vanguard Real Estate Tokenized Stock Defichain,DVNQ,"US$13,27",-0.1%,-1.0%,-21.3%,-43.4%,US$170,"
      0
    ","
      -
    ",-
Vanguard S&P 500 ETF Tokenized Stock Defichain,DVOO,"US$65,06",-0.2%,0.2%,-23.3%,-44.4%,"US$34,98","
      0
    ","
      -
    ",-
SPDR Gold Shares Defichain,DGLD,"US$29,92",-0.1%,-1.9%,-98.4%,-98.0%,US$1.939,"
      0
    ","
      -
    ",-
Frz Solar System,FRZSS,"US$0,000000000265729",-,-,-,-,-,"
      0
    ","
      100 Triliun
    ",-
Advanced United Continent,AUC,"US$0,586579",0.1%,-3.5%,-3.2%,-21.9%,US$264.009,"
      0
    ","
      6 Miliar
    ",-
Space Corsair Key,SCK,"US$0,00323729",0.0%,0.0%,-20.0%,-39.1%,"US$0,00000868","
      0
    ","
      8,58 Juta
    ",-
ADADao,ADAO,"US$0,00081837",-0.1%,-1.6%,-2.2%,-9.9%,US$199,"
      0
    ","
      500 Juta
    ",-
Mechanium,$MECHA,"US$0,073695",-0.5%,-1.8%,-4.7%,-10.1%,US$1.463,"
      0
    ","
      100 Juta
    ",-
Nunu Spirits,NNT,"US$0,00242242",0.2%,-0.2%,-3.5%,-8.0%,US$61.525,"
      0
    ","
      150 Juta
    ",-
Street Runner,SRG,"US$0,00255871",2.4%,15.0%,0.8%,-5.8%,US$30.084,"
      0
    ","
      160 Juta
    ",-
Playground Waves Floor Index,WAVES,"US$0,070945",-0.2%,-0.9%,9.8%,56.1%,"US$0,03088697","
      0
    ","
      10 Ribu
    ",-
Wrapped Paycoin,WPCI,"US$0,02424461",18.6%,6.6%,8.4%,-32.2%,US$322,"
      0
    ","
      4,88 Juta
    ",-
Mooner,MNR,"US$0,00170192",-,-,-,-,-,"
      0
    ","
      100 Juta
    ",-
Space Misfits,SMCW,"US$0,00448672",-0.0%,1.6%,-1.0%,-16.9%,US$62.706,"
      0
    ","
      200 Juta
    ",-
SEOR Network,SEOR,"US$0,00134802",-0.0%,-0.6%,0.8%,1.6%,US$149.076,"
      0
    ","
      1 Miliar
    ",-
MonoMoney,MONO,"US$0,00974457",-,-3.7%,2.1%,2249.6%,US$2.715,"
      0
    ","
      500 Juta
    ",-
SpritzMoon Crypto Token,SPRITZMOON,"US$0,00000102",0.1%,0.2%,0.0%,0.1%,US$5.044,"
      0
    ","
      1 Triliun
    ",-
Ecowatt,EWT,"US$0,00024145",0.0%,65.3%,-19.7%,-94.0%,"US$30,05","
      0
    ","
      1 Miliar
    ",-
Salmonation,SUI,"US$0,00358055",-,-,-,-,-,"
      0
    ","
      100 Juta
    ",-
Melos Studio,MELOS,"US$0,00208481",-0.2%,-0.3%,-5.5%,-0.4%,US$207.301,"
      0
    ","
      1 Miliar
    ",-
RevolutionGames,RVLNG,"US$0,00181133",0.0%,0.5%,-21.4%,-31.8%,US$639,"
      0
    ","
      400 Juta
    ",-
Matic Launchpad,MATICPAD,"US$0,00005422",-,-,-,-,-,"
      0
    ","
      5 Miliar
    ",-
Export Motors Platform,EMP,"US$0,02182885",-1.7%,1.1%,-14.8%,-43.6%,US$15.203,"
      0
    ","
      1 Miliar
    ",-
Tiny Bonez,T1NY,"US$0,00013920",-,-,-,-,-,"
      0
    ","
      66,7 Juta
    ",-
Elumia,ELU,"US$0,00261043",-0.0%,0.6%,-0.2%,-8.9%,US$75.494,"
      0
    ","
      1 Miliar
    ",-
Nomad Exiles,PRIDE,"US$0,00130240",0.8%,-1.5%,3.9%,1.6%,US$16.123,"
      0
    ","
      -
    ",-
Penguin Karts,PGK,"US$0,00013914",-,-,-,-,-,"
      0
    ","
      200 Juta
    ",-
OmniFlix Network,FLIX,"US$0,02839826",-0.8%,-2.8%,-7.5%,-14.2%,US$3.444,"
      0
    ","
      -
    ",-
Colizeum,ZEUM,"US$0,00130529",-0.2%,-12.4%,-16.5%,-25.6%,US$21.004,"
      0
    ","
      1 Miliar
    ",-
AdaSwap,ASW,"US$0,00000862",-0.0%,2.4%,7.4%,-32.2%,US$2.096,"
      0
    ","
      10 Miliar
    ",-
Deliq,DLQ,"US$0,00024534",-,-,-,-,-,"
      0
    ","
      -
    ",-
Mecha Morphing,MAPE,"US$0,00839534",2.1%,-1.0%,3.2%,-3.5%,US$39.850,"
      0
    ","
      -
    ",-
ArtMeta,$MART,"US$0,00673239",0.4%,-8.8%,-1.7%,54.2%,US$20.144,"
      0
    ","
      -
    ",-
Hawksight,HAWK,"US$0,00014373",0.1%,6.4%,-29.7%,-39.7%,US$466,"
      0
    ","
      5 Miliar
    ",-
VisionGame,VISION,"US$0,00059090",0.1%,3.9%,-8.5%,-26.5%,US$183.114,"
      0
    ","
      1 Miliar
    ",-
YOM,YOM,"US$0,00202698",0.0%,-0.7%,-15.3%,-15.2%,US$1.949,"
      0
    ","
      -
    ",-
0xDAO V2,OXD V2,"US$0,00333482",-,-,-,-,-,"
      0
    ","
      2,32 Juta
    ",-
CryptoPerformance Coin,CPC,"US$0,079409",-3.5%,-3.5%,-5.0%,-1.7%,US$254.668,"
      0
    ","
      -
    ",-
Gami,GAMI,"US$0,00278877",-,-,-,-,-,"
      0
    ","
      1,5 Miliar
    ",-
Toucan Protocol: Nature Carbon Tonne,NCT,"US$1,37",-2.1%,-3.9%,-4.6%,1348.5%,US$457,"
      0
    ","
      1,31 Juta
    ",-
Dominium,DOM,"US$0,678133",-,-,-,-,-,"
      0
    ","
      247 Ribu
    ",-
Irena Coin Apps,IRENA,"US$0,00001081",0.1%,-3.3%,-0.8%,62.9%,US$180.628,"
      0
    ","
      184 Miliar
    ",-
Cerberus,CRBRUS,"US$0,000000205947",0.1%,-1.4%,-12.5%,-14.5%,"US$0,094604","
      0
    ","
      -
    ",-
Athens,ATH,"US$1,28",-0.3%,1.2%,1.4%,6.5%,US$904,"
      0
    ","
      1 Juta
    ",-
Xpendium,XPND,"US$0,00012722",-0.0%,-4.0%,-26.4%,-25.8%,US$257,"
      0
    ","
      1 Miliar
    ",-
Forge Finance,FORGE,"US$0,00036148",-,-,8.3%,1.7%,US$943,"
      0
    ","
      50 Juta
    ",-
Quantland,QLT,"US$18,88",-,-,-,-,-,"
      0
    ","
      63,7 Ribu
    ",-
CryptoMines Reborn,CRUX,"US$0,03720021",-0.1%,0.4%,-1.9%,-11.0%,"US$44,96","
      0
    ","
      5 Juta
    ",-
BinaryDAO,BYTE,"US$0,998981",0.0%,0.3%,-1.6%,-34.6%,"US$1,50","
      0
    ","
      3,2 Juta
    ",-
Vision Metaverse,VS,"US$0,472988",0.0%,-3.0%,-5.9%,-14.2%,US$3.988,"
      0
    ","
      657 Ribu
    ",-
Ratio Protocol,RATIO,"US$0,00355370",-0.4%,2.6%,3.6%,-15.6%,US$13.770,"
      0
    ","
      -
    ",-
Adroverse,ADR,"US$0,00030927",-,-,-,-,-,"
      0
    ","
      1 Miliar
    ",-
BlueBit,BBT,"US$0,00006400",-,-,-,-,-,"
      0
    ","
      51 Juta
    ",-
MEVerse,MEV,"US$0,00395541",0.5%,-0.5%,-2.1%,-17.4%,US$98.522,"
      0
    ","
      2 Miliar
    ",-
UNIUM,UNM,"US$18,55",-0.4%,-3.1%,-7.3%,-11.2%,US$68.090,"
      0
    ","
      100 Juta
    ",-
MetaQ,METAQ,"US$0,087361",0.2%,-0.6%,-3.1%,-27.4%,US$22.934,"
      0
    ","
      1 Miliar
    ",-
Audius (Wormhole),AUDIO,"US$0,146099",0.1%,-1.1%,-4.8%,-2.3%,US$2.335,"
      0
    ","
      -
    ",-
Absolute Sync,AST,"US$154,92",0.0%,-0.3%,-0.5%,12.1%,US$223.000,"
      0
    ","
      100 Juta
    ",-
TiraVerse,TVRS,"US$0,00000899",0.0%,-0.1%,-0.2%,0.0%,"US$3,66","
      0
    ","
      100 Miliar
    ",-
Lumerin,LMR,"US$0,00533403",3.5%,2.5%,6.8%,15.7%,US$68.182,"
      0
    ","
      1 Miliar
    ",-
Bitazza,BTZ,"US$0,01613054",0.1%,1.5%,-3.1%,-10.0%,US$165.543,"
      0
    ","
      3 Miliar
    ",-
PROPERTY BLOCKCHAIN TRADE,PBT,"US$0,00009009",-,-0.0%,-0.0%,0.1%,"US$0,900872","
      0
    ","
      -
    ",-
ONUS,ONUS,"US$0,330234",0.1%,-2.9%,-13.0%,-13.1%,US$359,"
      0
    ","
      100 Juta
    ",-
CRYN,CRYN,"US$10,44",0.1%,-0.1%,-0.7%,12.5%,US$277.954,"
      0
    ","
      889 Juta
    ",-
BB Gaming,BB,"US$0,00000234",-,-,-,-,-,"
      0
    ","
      1 Miliar
    ",-
Minato,MNTO,"US$2,46",-,1.3%,12.6%,27.0%,"US$44,32","
      0
    ","
      1 Juta
    ",-
The Cat Inu,THECAT,"US$0,000000000099149",1.0%,1.0%,0.9%,1.0%,"US$21,09","
      0
    ","
      200 Triliun
    ",-
Seek Tiger,STI,"US$0,00018033",-1.6%,-1.1%,-5.8%,-29.7%,US$15.091,"
      0
    ","
      786 Juta
    ",-
Bubblefong,BBF,"US$0,086129",-0.2%,-7.9%,-12.8%,-26.6%,US$968.587,"
      0
    ","
      1 Miliar
    ",-
Beskar,BSK-BAA025,"US$0,00000464",0.3%,-0.6%,-13.4%,-5.5%,"US$14,03","
      0
    ","
      21 Miliar
    ",-
Crypto Lemon,LEMN,"US$0,00607978",1.0%,2.5%,2.1%,-13.2%,US$94.536,"
      0
    ","
      1 Miliar
    ",-
JP3Gvault,JP3G,"US$0,00007536",-,-,-,-,-,"
      0
    ","
      726 Juta
    ",-
Plato Farm,MARK,"US$0,00000974",4.1%,-0.3%,5.5%,0.3%,US$478,"
      0
    ","
      -
    ",-
Aerovek Aviation,AERO,"US$0,00355765",0.2%,-3.4%,-7.1%,49.9%,US$227,"
      0
    ","
      100 Juta
    ",-
Tank Gold,TGOLD,"US$0,00007317",-,-,-,-,-,"
      0
    ","
      178 Juta
    ",-
Hackerlabs DAO,HLD,"US$0,00000339",1.4%,3.7%,2.4%,26.3%,US$3.785,"
      0
    ","
      1 Triliun
    ",-
Supreme Finance,HYPE,"US$0,00018835",1.1%,-6.0%,-15.0%,-56.4%,US$3.560,"
      0
    ","
      5 Miliar
    ",-
iNFTspace,INS,"US$0,00008335",6.3%,4.7%,-10.2%,79.6%,US$50.396,"
      0
    ","
      1 Triliun
    ",-
ClaimSwap,CLA,"US$0,00623424",-0.1%,-5.1%,-4.5%,-18.4%,US$3.653,"
      0
    ","
      187 Juta
    ",-
Myriad Social,MYRIA,"US$0,00008272",0.2%,-0.8%,-3.6%,-21.4%,"US$0,097531","
      0
    ","
      -
    ",-
Farmers World Wood,FWW,"US$0,000000568746",0.0%,-1.1%,-3.6%,-15.4%,US$557,"
      0
    ","
      50 Miliar
    ",-
Kusunoki Samurai,KUSUNOKI,"US$0,000000000070935",1.1%,1.3%,-6.0%,-2.0%,US$179.705,"
      0
    ","
      80 Quadriliun
    ",-
SIFU,SIFU,"US$65,96",-,-,-,-,-,"
      0
    ","
      1 Juta
    ",-
Paribu Net,PRB,"US$0,410696",0.0%,0.0%,-10.7%,-7.7%,US$174.667,"
      0
    ","
      -
    ",-
CouponBay,CUP,"US$0,00015337",-3.1%,-0.6%,-18.9%,-15.9%,US$15.498,"
      0
    ","
      1 Miliar
    ",-
PandoProject,PTX,"US$0,00458844",0.2%,12.5%,10.8%,-0.2%,US$32.198,"
      0
    ","
      -
    ",-
Crypto International,CRI,"US$0,318283",-,-,-,-,-,"
      0
    ","
      10 Miliar
    ",-
BITONE,BIO,"US$0,00891641",2.3%,-1.1%,-4.3%,-59.5%,US$23.364,"
      0
    ","
      -
    ",-
GameStop Tokenized Stock Defichain,DGME,"US$2,94",-0.1%,-0.5%,-21.4%,-44.0%,"US$81,37","
      0
    ","
      -
    ",-
Alibaba Tokenized Stock Defichain,DBABA,"US$14,58",-0.1%,-0.3%,-19.0%,-45.0%,US$171,"
      0
    ","
      -
    ",-
Nvidia Tokenized Stock Defichain,DNVDA,"US$69,51",-0.1%,-0.4%,-25.3%,-49.9%,US$600,"
      0
    ","
      -
    ",-
Palantir Tokenized Stock Defichain,DPLTR,"US$2,39",-0.1%,-0.0%,-22.1%,-47.1%,"US$48,26","
      0
    ","
      -
    ",-
Coinbase Tokenized Stock Defichain,DCOIN,"US$12,74",-0.1%,-2.3%,-30.1%,-46.3%,US$4.552,"
      0
    ","
      -
    ",-
SPDR S&P 500 ETF Trust Defichain,DSPY,"US$74,35",-0.1%,0.6%,-18.8%,-42.0%,US$2.006,"
      0
    ","
      -
    ",-
PDBC Defichain,DPDBC,"US$2,48",-0.2%,0.1%,-22.4%,-41.1%,US$1.118,"
      0
    ","
      -
    ",-
Microsoft Tokenized Stock Defichain,DMSFT,"US$54,23",-0.1%,-0.1%,-19.4%,-42.7%,"US$47,45","
      0
    ","
      -
    ",-
Google Tokenized Stock Defichain,DGOOGL,"US$21,49",-0.1%,0.0%,-23.5%,-43.7%,"US$11,69","
      0
    ","
      -
    ",-
ARK Innovation ETF Defichain,DARKK,"US$6,91",-0.1%,0.1%,-19.2%,-44.3%,"US$80,50","
      0
    ","
      -
    ",-
Facebook Tokenized Stock Defichain,DFB,"US$50,45",-0.0%,-0.1%,-20.2%,-39.5%,"US$0,00190282","
      0
    ","
      -
    ",-
Game Tree,GTCOIN,"US$0,00188737",-0.1%,-4.2%,-26.3%,-72.7%,US$35.528,"
      0
    ","
      10 Miliar
    ",-
PLEARN,PLN,"US$0,00717014",-,-,-,-,-,"
      0
    ","
      107 Juta
    ",-
DeFi Kingdoms Crystal,CRYSTAL,"US$0,00894824",0.9%,-0.8%,-4.2%,-17.0%,US$12.376,"
      0
    ","
      -
    ",-
ISLAMICOIN,ISLAMI,"US$0,00068438",-3.7%,-0.7%,-6.2%,-6.4%,US$607.530,"
      0
    ","
      20 Miliar
    ",-
LemonChain,LEMC,"US$0,00079123",-0.4%,-12.1%,-39.8%,-74.7%,US$7.108,"
      0
    ","
      3 Miliar
    ",-
BSDium,BSCD,"US$0,00009322",-,-,-,-,-,"
      0
    ","
      84,7 Juta
    ",-
Pavia,PAVIA,"US$0,00449730",-0.1%,-1.7%,-7.9%,-7.3%,US$4.313,"
      0
    ","
      2 Miliar
    ",-
DocuChain,DCCT,"US$0,00132243",-0.0%,-2.9%,-3.7%,-7.0%,US$20.513,"
      0
    ","
      2 Miliar
    ",-
SocialBlox,SBLX,"US$0,00021364",-,-,-,-,-,"
      0
    ","
      11,8 Miliar
    ",-
FIDELIS,FDLS,"US$0,00016971",-,-,-,-,-,"
      0
    ","
      990 Juta
    ",-
Honey Finance,HONEY,"US$0,00096765",-0.0%,-0.2%,-1.0%,-11.1%,"US$18,16","
      0
    ","
      1 Miliar
    ",-
Joystream,JOY,"US$0,03288794",0.2%,-3.5%,27.9%,110.3%,US$125.463,"
      0
    ","
      -
    ",-
Wrapped ADA,WADA,"US$0,244780",-0.0%,-0.1%,-4.3%,-6.8%,US$21.253,"
      0
    ","
      45 Miliar
    ",-
Vitteey,VITY,"US$0,000000087932",0.0%,-0.1%,-0.1%,0.0%,US$186,"
      0
    ","
      1 Triliun
    ",-
Hive.Investments HONEY,HNY,"US$0,604251",0.0%,-0.1%,0.9%,-7.4%,"US$56,22","
      0
    ","
      1 Juta
    ",-
Novem Pro,NVM,"US$0,318902",0.1%,-0.5%,-3.9%,13.9%,US$8.375,"
      0
    ","
      150 Juta
    ",-
XRPayNet,XRPAYNET,"US$0,00027879",-0.1%,3.1%,-13.0%,-23.1%,US$304.999,"
      0
    ","
      50 Miliar
    ",-
Wrapped Shiden Network,SDN,"US$0,210071",-0.1%,-3.5%,-30.6%,-20.2%,US$1.971,"
      0
    ","
      -
    ",-
Stkd SCRT,STKD,"US$0,360397",-0.2%,-1.4%,-2.9%,-58.9%,US$21.624,"
      0
    ","
      ∞
    ",-
TipsyCoin,$TIPSY,"US$0,00004003",-0.1%,2.5%,5.4%,-3.8%,US$3.504,"
      0
    ","
      95,6 Miliar
    ",-
Smart Block Chain City,SBCC,"US$0,02376681",-0.5%,-4.4%,-20.0%,-25.8%,US$22.629,"
      0
    ","
      3 Miliar
    ",-
Bridged USD Coin (Celer),CEUSDC,"US$0,999527",0.0%,0.4%,-0.0%,-0.1%,US$10.925,"
      0
    ","
      -
    ",-
Bridged Tether (Celer),CEUSDT,"US$0,991962",0.1%,0.6%,-0.9%,-1.3%,US$1.249,"
      0
    ","
      -
    ",-
Wrapped Ether - Celer,CEWETH,"US$1.583,27",0.0%,0.4%,-3.6%,-3.3%,US$2.637,"
      0
    ","
      -
    ",-
USD Coin - Nomad,NOMADUSDC,"US$0,150361",0.0%,0.0%,0.8%,1.1%,"US$52,73","
      0
    ","
      -
    ",-
xJEWEL,XJEWEL,"US$0,193031",0.8%,0.5%,-2.1%,-18.7%,US$997,"
      0
    ","
      -
    ",-
